0.000000e+00	4.559350e-04
0.000000e+00	1.367805e-03
0.000000e+00	2.279675e-03
6.666667e-04	3.191545e-03
6.666667e-04	4.103415e-03
6.666667e-04	5.015285e-03
6.666667e-04	5.927155e-03
6.666667e-04	6.839025e-03
6.666667e-04	7.750895e-03
6.666667e-04	8.662765e-03
6.666667e-04	9.574635e-03
6.666667e-04	1.048651e-02
6.666667e-04	1.139838e-02
6.666667e-04	1.231025e-02
6.666667e-04	1.322212e-02
6.666667e-04	1.413399e-02
6.666667e-04	1.504586e-02
6.666667e-04	1.595773e-02
1.333333e-03	1.686960e-02
1.333333e-03	1.778147e-02
1.333333e-03	1.869334e-02
1.333333e-03	1.960521e-02
1.333333e-03	2.051708e-02
1.333333e-03	2.142895e-02
1.333333e-03	2.234082e-02
1.333333e-03	2.325268e-02
1.333333e-03	2.416456e-02
1.333333e-03	2.507642e-02
1.333333e-03	2.598829e-02
1.333333e-03	2.690016e-02
1.333333e-03	2.781203e-02
1.333333e-03	2.872390e-02
1.333333e-03	2.963577e-02
1.333333e-03	3.054764e-02
1.333333e-03	3.145951e-02
1.333333e-03	3.237138e-02
1.333333e-03	3.328325e-02
1.333333e-03	3.419512e-02
1.333333e-03	3.510699e-02
1.333333e-03	3.601887e-02
1.333333e-03	3.693073e-02
1.333333e-03	3.784261e-02
1.333333e-03	3.875448e-02
1.333333e-03	3.966635e-02
1.333333e-03	4.057822e-02
1.333333e-03	4.149009e-02
1.333333e-03	4.240196e-02
1.333333e-03	4.331383e-02
1.333333e-03	4.422570e-02
1.333333e-03	4.513757e-02
1.333333e-03	4.604944e-02
1.333333e-03	4.696131e-02
1.333333e-03	4.787318e-02
2.000000e-03	4.878505e-02
2.000000e-03	4.969692e-02
2.000000e-03	5.060879e-02
2.000000e-03	5.152066e-02
2.000000e-03	5.243253e-02
2.000000e-03	5.334440e-02
2.000000e-03	5.425627e-02
2.000000e-03	5.516814e-02
2.000000e-03	5.608001e-02
2.000000e-03	5.699188e-02
2.000000e-03	5.790375e-02
2.000000e-03	5.881562e-02
2.000000e-03	5.972749e-02
2.000000e-03	6.063936e-02
2.000000e-03	6.155123e-02
2.000000e-03	6.246310e-02
2.000000e-03	6.337497e-02
2.000000e-03	6.428684e-02
2.000000e-03	6.519871e-02
2.000000e-03	6.611058e-02
2.000000e-03	6.702245e-02
2.000000e-03	6.793432e-02
2.000000e-03	6.884619e-02
2.000000e-03	6.975806e-02
2.000000e-03	7.066993e-02
2.000000e-03	7.158180e-02
2.000000e-03	7.249367e-02
2.000000e-03	7.340554e-02
2.000000e-03	7.431741e-02
2.000000e-03	7.522928e-02
2.000000e-03	7.614115e-02
2.000000e-03	7.705302e-02
2.000000e-03	7.796489e-02
2.000000e-03	7.887676e-02
2.000000e-03	7.978863e-02
2.000000e-03	8.070050e-02
2.000000e-03	8.161237e-02
2.000000e-03	8.252424e-02
2.000000e-03	8.343610e-02
2.000000e-03	8.434797e-02
2.000000e-03	8.525984e-02
2.000000e-03	8.617171e-02
2.000000e-03	8.708358e-02
2.000000e-03	8.799545e-02
2.000000e-03	8.890732e-02
2.000000e-03	8.981919e-02
2.000000e-03	9.073106e-02
2.000000e-03	9.164293e-02
2.000000e-03	9.255480e-02
2.000000e-03	9.346667e-02
2.000000e-03	9.437854e-02
2.000000e-03	9.529041e-02
2.000000e-03	9.620228e-02
2.000000e-03	9.711415e-02
2.000000e-03	9.802602e-02
2.000000e-03	9.893789e-02
2.000000e-03	9.984976e-02
2.000000e-03	1.007616e-01
2.000000e-03	1.016735e-01
2.000000e-03	1.025854e-01
2.000000e-03	1.034972e-01
2.000000e-03	1.044091e-01
2.000000e-03	1.053210e-01
2.000000e-03	1.062329e-01
2.666667e-03	1.071447e-01
2.666667e-03	1.080566e-01
2.666667e-03	1.089685e-01
2.666667e-03	1.098803e-01
3.333333e-03	1.107922e-01
4.000000e-03	1.117041e-01
4.666667e-03	1.126159e-01
6.000000e-03	1.135278e-01
8.666667e-03	1.144397e-01
1.333333e-02	1.153516e-01
1.666667e-02	1.162634e-01
1.933333e-02	1.171753e-01
2.600000e-02	1.180872e-01
3.000000e-02	1.189990e-01
3.800000e-02	1.199109e-01
4.266667e-02	1.208228e-01
5.600000e-02	1.217346e-01
6.333333e-02	1.226465e-01
7.066667e-02	1.235584e-01
8.600000e-02	1.244703e-01
1.006667e-01	1.253821e-01
1.193333e-01	1.262940e-01
1.380000e-01	1.272059e-01
1.540000e-01	1.281177e-01
1.733333e-01	1.290296e-01
1.993333e-01	1.299415e-01
2.260000e-01	1.308533e-01
2.560000e-01	1.317652e-01
2.966667e-01	1.326771e-01
3.380000e-01	1.335890e-01
3.760000e-01	1.345008e-01
4.146667e-01	1.354127e-01
4.533333e-01	1.363246e-01
5.020000e-01	1.372364e-01
5.386667e-01	1.381483e-01
5.826667e-01	1.390602e-01
6.513333e-01	1.399720e-01
7.086667e-01	1.408839e-01
7.693333e-01	1.417958e-01
8.260000e-01	1.427077e-01
8.906667e-01	1.436195e-01
9.533333e-01	1.445314e-01
1.018000e+00	1.454433e-01
1.089333e+00	1.463551e-01
1.168000e+00	1.472670e-01
1.244667e+00	1.481789e-01
1.320667e+00	1.490907e-01
1.404667e+00	1.500026e-01
1.501333e+00	1.509145e-01
1.585333e+00	1.518264e-01
1.674667e+00	1.527382e-01
1.778667e+00	1.536501e-01
1.899333e+00	1.545620e-01
2.006000e+00	1.554738e-01
2.104667e+00	1.563857e-01
2.206667e+00	1.572976e-01
2.336000e+00	1.582094e-01
2.455333e+00	1.591213e-01
2.582667e+00	1.600332e-01
2.704000e+00	1.609451e-01
2.851333e+00	1.618569e-01
2.980667e+00	1.627688e-01
3.101333e+00	1.636807e-01
3.229333e+00	1.645925e-01
3.359333e+00	1.655044e-01
3.510667e+00	1.664163e-01
3.640000e+00	1.673281e-01
3.798000e+00	1.682400e-01
3.987333e+00	1.691519e-01
4.152667e+00	1.700638e-01
4.336000e+00	1.709756e-01
4.511333e+00	1.718875e-01
4.674000e+00	1.727994e-01
4.848000e+00	1.737112e-01
5.013333e+00	1.746231e-01
5.193333e+00	1.755350e-01
5.403333e+00	1.764468e-01
5.570000e+00	1.773587e-01
5.742667e+00	1.782706e-01
5.922000e+00	1.791825e-01
6.126000e+00	1.800943e-01
6.311333e+00	1.810062e-01
6.470667e+00	1.819181e-01
6.638667e+00	1.828299e-01
